"","from","to","database","source"
"1","A2M","MMP2","omnipath","omnipath"
"2","A2M","MMP9","omnipath","omnipath"
"3","A2M","LRP1","omnipath","omnipath"
"4","A2M","KLK3","omnipath","omnipath"
"5","AANAT","MTNR1A","nichenet_verschueren","nichenet_verschueren"
"6","AANAT","MTNR1B","nichenet_verschueren","nichenet_verschueren"
"7","ABCA1","APOA1","omnipath","omnipath"
"8","ABCA1","MEGF10","omnipath","omnipath"
"9","ACE","BDKRB2","omnipath","omnipath"
"10","ACE","AGTR2","omnipath","omnipath"
"11","ACE2","TNFRSF11B","nichenet_verschueren","nichenet_verschueren"
"12","ACE2","TNFRSF11A","nichenet_verschueren","nichenet_verschueren"
"13","ACE2","SLC6A19","omnipath","omnipath"
"14","ACE2","TIGIT","omnipath","omnipath"
"15","ACP4","VSTM2B","omnipath","omnipath"
"16","ACP4","ERBB4","omnipath","omnipath"
"17","ADAM10","APP","omnipath","omnipath"
"18","ADAM10","NOTCH2","omnipath","omnipath"
"19","ADAM10","NOTCH3","omnipath","omnipath"
"20","ADAM10","TSPAN33","omnipath","omnipath"
"21","ADAM10","CD44","omnipath","omnipath"
"22","ADAM10","NOTCH1","omnipath","omnipath"
"23","ADAM10","TSPAN5","omnipath","omnipath"
"24","ADAM10","TSPAN15","omnipath","omnipath"
"25","ADAM10","TSPAN10","omnipath","omnipath"
"26","ADAM10","TSPAN14","omnipath","omnipath"
"27","ADAM10","TSPAN17","omnipath","omnipath"
"28","ADAM10","EPHA3","omnipath","omnipath"
"29","ADAM10","AXL","omnipath","omnipath"
"30","ADAM10","NOTCH4","omnipath","omnipath"
"31","ADAM11","ITGA4","omnipath","omnipath"
"32","ADAM11","CCR4","omnipath","omnipath"
"33","ADAM12","SDC4","omnipath","omnipath"
"34","ADAM12","ITGB1","omnipath","omnipath"
"35","ADAM12","ITGA9","omnipath","omnipath"
"36","ADAM15","ITGA5","nichenet_verschueren","nichenet_verschueren"
"37","ADAM15","ITGA9","nichenet_verschueren","nichenet_verschueren"
"38","ADAM15","ITGB1","nichenet_verschueren","nichenet_verschueren"
"39","ADAM15","ITGB3","nichenet_verschueren","nichenet_verschueren"
"40","ADAM17","MUC1","omnipath","omnipath"
"41","ADAM17","NOTCH1","omnipath","omnipath"
"42","ADAM17","ITGB1","omnipath","omnipath"
"43","ADAM17","IL6R","omnipath","omnipath"
"44","ADAM17","ERBB4","omnipath","omnipath"
"45","ADAM17","ITGA5","omnipath","omnipath"
"46","ADAM17","NOTCH4","omnipath","omnipath"
"47","ADAM17","NOTCH3","omnipath","omnipath"
"48","ADAM17","NOTCH2","omnipath","omnipath"
"49","ADAM2","ITGB1","omnipath","omnipath"
"50","ADAM2","CD9","omnipath","omnipath"
"51","ADAM2","ITGA6","omnipath","omnipath"
"52","ADAM2","ITGB7","omnipath","omnipath"
"53","ADAM2","ITGA9","omnipath","omnipath"
"54","ADAM20","IL1RAPL2","omnipath","omnipath"
"55","ADAM20","IL1RAPL1","omnipath","omnipath"
"56","ADAM21","FLT4","nichenet_verschueren","nichenet_verschueren"
"57","ADAM21","CLEC12B","omnipath","omnipath"
"58","ADAM21","IGSF21","omnipath","omnipath"
"59","ADAM23","ITGA5","nichenet_verschueren","nichenet_verschueren"
"60","ADAM23","ITGB3","nichenet_verschueren","nichenet_verschueren"
"61","ADAM28","ITGA4","omnipath","omnipath"
"62","ADAM29","ITGA4","omnipath","omnipath"
"63","ADAM7","ITGA4","omnipath","omnipath"
"64","ADAM7","ITGB7","omnipath","omnipath"
"65","ADAM9","ITGA6","nichenet_verschueren","nichenet_verschueren"
"66","ADAM9","ITGAV","nichenet_verschueren","nichenet_verschueren"
"67","ADAM9","ITGB1","nichenet_verschueren","nichenet_verschueren"
"68","ADAM9","ITGB5","nichenet_verschueren","nichenet_verschueren"
"69","ADAMTS3","CCBE1","omnipath","omnipath"
"70","ADCYAP1","ADCYAP1R1","omnipath","omnipath"
"71","ADCYAP1","VIPR1","omnipath","omnipath"
"72","ADCYAP1","VIPR2","omnipath","omnipath"
"73","ADCYAP1","SCTR","omnipath","omnipath"
"74","ADGRB1","RTN4R","omnipath","omnipath"
"75","ADGRE5","CD55","omnipath","omnipath"
"76","ADGRF5","TREML2","nichenet_verschueren","nichenet_verschueren"
"77","ADIPOQ","ADIPOR1","omnipath","omnipath"
"78","ADIPOQ","ADIPOR2","omnipath","omnipath"
"79","ADIPOQ","GPR42","omnipath","omnipath"
"80","ADIPOQ","CNR2","omnipath","omnipath"
"81","ADM","MRGPRX3","nichenet_verschueren","nichenet_verschueren"
"82","ADM","MRGPRX4","nichenet_verschueren","nichenet_verschueren"
"83","ADM","CALCRL","omnipath","omnipath"
"84","ADM","RAMP2","omnipath","omnipath"
"85","ADM","RAMP3","omnipath","omnipath"
"86","ADM","CALCR","omnipath","omnipath"
"87","ADM","RAMP1","omnipath","omnipath"
"88","ADM","MRGPRX2","omnipath","omnipath"
"89","ADM","GPR182","omnipath","omnipath"
"90","ADM2","CALCRL","omnipath","omnipath"
"91","ADM2","RAMP2","omnipath","omnipath"
"92","ADM2","RAMP3","omnipath","omnipath"
"93","ADM2","CALCR","omnipath","omnipath"
"94","ADM2","RAMP1","omnipath","omnipath"
"95","ADM2","ADCYAP1R1","omnipath","omnipath"
"96","ADM2","TSHR","omnipath","omnipath"
"97","ADM2","GPR84","omnipath","omnipath"
"98","ADM2","ADRB2","omnipath","omnipath"
"99","ADM2","PTH1R","omnipath","omnipath"
"100","ADM2","VIPR1","omnipath","omnipath"
"101","ADM2","ADRB3","omnipath","omnipath"
"102","ADM2","GPR20","omnipath","omnipath"
"103","AGRN","MUSK","omnipath","omnipath"
"104","AGRN","CHRNB3","omnipath","omnipath"
"105","AGRN","ITGB1","omnipath","omnipath"
"106","AGRN","ATP1A3","omnipath","omnipath"
"107","AGRN","LRP1","omnipath","omnipath"
"108","AGRN","LRP2","omnipath","omnipath"
"109","AGRN","LRP4","omnipath","omnipath"
"110","AGRN","DAG1","omnipath","omnipath"
"111","AGRP","MC3R","omnipath","omnipath"
"112","AGRP","MC4R","omnipath","omnipath"
"113","AGRP","MC5R","omnipath","omnipath"
"114","AGRP","SDC3","omnipath","omnipath"
"115","AGT","AGTR1","omnipath","omnipath"
"116","AGT","AGTR2","omnipath","omnipath"
"117","AGT","REN","omnipath","omnipath"
"118","AGT","MAS1","omnipath","omnipath"
"119","AGT","LRP2","omnipath","omnipath"
"120","AHSG","INSR","omnipath","omnipath"
"121","AIMP1","NTRK1","omnipath","omnipath"
"122","ALB","LRP2","omnipath","omnipath"
"123","ALCAM","ALCAM","nichenet_verschueren","nichenet_verschueren"
"124","ALCAM","CD6","omnipath","omnipath"
"125","ALCAM","CHL1","omnipath","omnipath"
"126","ALCAM","NRP1","omnipath","omnipath"
"127","ALKAL1","ALK","omnipath","omnipath"
"128","ALKAL1","LTK","omnipath","omnipath"
"129","ALKAL2","ALK","omnipath","omnipath"
"130","ALKAL2","LTK","omnipath","omnipath"
"131","ALOX5AP","ALOX5","nichenet_verschueren","nichenet_verschueren"
"132","AMBN","CD63","omnipath","omnipath"
"133","AMELX","LAMP1","omnipath","omnipath"
"134","AMELX","CD63","omnipath","omnipath"
"135","AMELX","LAMP2","omnipath","omnipath"
"136","AMELY","CD63","omnipath","omnipath"
"137","AMELY","LAMP1","omnipath","omnipath"
"138","AMELY","LAMP2","omnipath","omnipath"
"139","AMH","AMHR2","omnipath","omnipath"
"140","AMH","ACVR1","omnipath","omnipath"
"141","AMH","EGFR","omnipath","omnipath"
"142","AMH","GREM2","omnipath","omnipath"
"143","AMH","BMPR1A","omnipath","omnipath"
"144","AMH","BMPR1B","omnipath","omnipath"
"145","ANG","EGFR","omnipath","omnipath"
"146","ANG","PLXNB2","omnipath","omnipath"
"147","ANGPT1","TEK","omnipath","omnipath"
"148","ANGPT1","TIE1","omnipath","omnipath"
"149","ANGPT1","ITGA5","omnipath","omnipath"
"150","ANGPT1","ITGB1","omnipath","omnipath"
"151","ANGPT2","TEK","omnipath","omnipath"
"152","ANGPT2","TIE1","omnipath","omnipath"
"153","ANGPT2","ITGA5","omnipath","omnipath"
"154","ANGPT2","ITGB1","omnipath","omnipath"
"155","ANGPT4","TEK","omnipath","omnipath"
"156","ANGPT4","TIE1","omnipath","omnipath"
"157","ANGPTL1","TEK","omnipath","omnipath"
"158","ANGPTL1","LILRB3","omnipath","omnipath"
"159","ANGPTL1","LILRB2","omnipath","omnipath"
"160","ANGPTL1","ITGA1","omnipath","omnipath"
"161","ANGPTL1","ITGB1","omnipath","omnipath"
"162","ANGPTL2","LILRB2","omnipath","omnipath"
"163","ANGPTL2","TIE1","omnipath","omnipath"
"164","ANGPTL2","TLR4","omnipath","omnipath"
"165","ANGPTL2","LILRB3","omnipath","omnipath"
"166","ANGPTL2","ITGA5","omnipath","omnipath"
"167","ANGPTL2","ITGB1","omnipath","omnipath"
"168","ANGPTL3","ITGB3","omnipath","omnipath"
"169","ANGPTL3","ITGAV","omnipath","omnipath"
"170","ANGPTL3","ITGA5","omnipath","omnipath"
"171","ANGPTL3","LPL","omnipath","omnipath"
"172","ANGPTL4","GPIHBP1","omnipath","omnipath"
"173","ANGPTL4","TIE1","omnipath","omnipath"
"174","ANGPTL4","CDH5","omnipath","omnipath"
"175","ANGPTL4","CDH11","omnipath","omnipath"
"176","ANGPTL4","SDC1","omnipath","omnipath"
"177","ANGPTL4","SDC2","omnipath","omnipath"
"178","ANGPTL4","SDC3","omnipath","omnipath"
"179","ANGPTL4","SDC4","omnipath","omnipath"
"180","ANGPTL4","LPL","omnipath","omnipath"
"181","ANGPTL4","ITGA5","omnipath","omnipath"
"182","ANGPTL4","ITGB1","omnipath","omnipath"
"183","ANGPTL4","ITGAV","omnipath","omnipath"
"184","ANGPTL4","ITGB3","omnipath","omnipath"
"185","ANGPTL5","TEK","omnipath","omnipath"
"186","ANGPTL6","TEK","omnipath","omnipath"
"187","ANGPTL7","LILRB3","omnipath","omnipath"
"188","ANGPTL7","LILRB2","omnipath","omnipath"
"189","ANOS1","SDC2","omnipath","omnipath"
"190","ANOS1","FGFR1","omnipath","omnipath"
"191","ANPEP","SELE","omnipath","omnipath"
"192","ANTXR1","TREML2","nichenet_verschueren","nichenet_verschueren"
"193","ANXA1","FPR2","omnipath","omnipath"
"194","ANXA1","FPR3","omnipath","omnipath"
"195","ANXA1","EGFR","omnipath","omnipath"
"196","ANXA1","FPR1","omnipath","omnipath"
"197","ANXA1","DYSF","omnipath","omnipath"
"198","ANXA2","ROBO4","omnipath","omnipath"
"199","ANXA2","TLR2","omnipath","omnipath"
"200","ANXA2","DYSF","omnipath","omnipath"
"201","ANXA2","EGFR","omnipath","omnipath"
"202","ANXA2","PLAT","omnipath","omnipath"
"203","APELA","APLNR","omnipath","omnipath"
"204","APLN","APLNR","omnipath","omnipath"
"205","APLN","GRM7","omnipath","omnipath"
"206","APOA1","ABCA1","omnipath","omnipath"
"207","APOA1","LRP2","omnipath","omnipath"
"208","APOA1","LDLR","omnipath","omnipath"
"209","APOA1","LRP1","omnipath","omnipath"
"210","APOA2","LDLR","omnipath","omnipath"
"211","APOA2","LRP1","omnipath","omnipath"
"212","APOA2","LRP2","omnipath","omnipath"
"213","APOA4","LDLR","omnipath","omnipath"
"214","APOA4","LRP1","omnipath","omnipath"
"215","APOA4","LRP2","omnipath","omnipath"
"216","APOA5","LPL","omnipath","omnipath"
"217","APOB","LDLR","omnipath","omnipath"
"218","APOB","ITGAM","omnipath","omnipath"
"219","APOB","OLR1","omnipath","omnipath"
"220","APOB","LRP2","omnipath","omnipath"
"221","APOB","VLDLR","omnipath","omnipath"
"222","APOB","CALCR","omnipath","omnipath"
"223","APOB","LSR","omnipath","omnipath"
"224","APOB","ADRB2","omnipath","omnipath"
"225","APOB","TLR6","omnipath","omnipath"
"226","APOB","LRP1","omnipath","omnipath"
"227","APOB","ITGB2","omnipath","omnipath"
"228","APOB","TLR4","omnipath","omnipath"
"229","APOB","LRP8","omnipath","omnipath"
"230","APOB","TREM2","omnipath","omnipath"
"231","APOC1","VLDLR","omnipath","omnipath"
"232","APOC2","LDLR","omnipath","omnipath"
"233","APOC2","LRP1","omnipath","omnipath"
"234","APOC2","LRP2","omnipath","omnipath"
"235","APOC2","LPL","omnipath","omnipath"
"236","APOC3","LRP2","omnipath","omnipath"
"237","APOC3","LDLR","omnipath","omnipath"
"238","APOC3","LRP1","omnipath","omnipath"
"239","APOC3","SDC2","omnipath","omnipath"
"240","APOC3","TLR2","omnipath","omnipath"
"241","APOC4","VLDLR","omnipath","omnipath"
"242","APOD","LEPR","omnipath","omnipath"
"243","APOE","VLDLR","omnipath","omnipath"
"244","APOE","SORL1","omnipath","omnipath"
"245","APOE","LRP2","omnipath","omnipath"
"246","APOE","LDLR","omnipath","omnipath"
"247","APOE","LRP5","omnipath","omnipath"
"248","APOE","TREM2","omnipath","omnipath"
"249","APOE","SCARB1","omnipath","omnipath"
"250","APOE","LRP8","omnipath","omnipath"
"251","APOE","LRP1","omnipath","omnipath"
"252","APOE","APP","omnipath","omnipath"
"253","APOO","IL1RAPL2","omnipath","omnipath"
"254","APOO","IL1RAPL1","omnipath","omnipath"
"255","APP","FLT1","nichenet_verschueren","nichenet_verschueren"
"256","APP","BACE1","omnipath","omnipath"
"257","APP","FPR2","omnipath","omnipath"
"258","APP","TNFRSF21","omnipath","omnipath"
"259","APP","NCSTN","omnipath","omnipath"
"260","APP","CD74","omnipath","omnipath"
"261","APP","NGFR","omnipath","omnipath"
"262","APP","LRP1","omnipath","omnipath"
"263","APP","SORL1","omnipath","omnipath"
"264","APP","GPC1","omnipath","omnipath"
"265","AREG","EGFR","omnipath","omnipath"
"266","AREG","ERBB2","omnipath","omnipath"
"267","AREG","ERBB3","omnipath","omnipath"
"268","AREG","MMP9","omnipath","omnipath"
"269","ARF1","PLD2","nichenet_verschueren","nichenet_verschueren"
"270","ARMH4","TNFRSF11B","nichenet_verschueren","nichenet_verschueren"
"271","ARTN","GFRA3","omnipath","omnipath"
"272","ARTN","GFRA2","omnipath","omnipath"
"273","ARTN","GFRA1","omnipath","omnipath"
"274","ARTN","RET","omnipath","omnipath"
"275","ARTN","NCAM1","omnipath","omnipath"
"276","ASIP","MGRN1","nichenet_verschueren","nichenet_verschueren"
"277","ASIP","ATRN","omnipath","omnipath"
"278","ASIP","MC1R","omnipath","omnipath"
"279","ASIP","MC3R","omnipath","omnipath"
"280","ASIP","MC4R","omnipath","omnipath"
"281","ASIP","MC5R","omnipath","omnipath"
"282","ASIP","MC2R","omnipath","omnipath"
"283","ASIP","F11R","omnipath","omnipath"
"284","ATP1B1","NEGR1","omnipath","omnipath"
"285","AVP","OXTR","omnipath","omnipath"
"286","AVP","AVPR1A","omnipath","omnipath"
"287","AVP","AVPR1B","omnipath","omnipath"
"288","AVP","AVPR2","omnipath","omnipath"
"289","AVP","AQP2","omnipath","omnipath"
"290","AZGP1","ITGAV","omnipath","omnipath"
"291","B2M","TAP1","omnipath","omnipath"
"292","B2M","TAP2","omnipath","omnipath"
"293","B2M","CD1A","omnipath","omnipath"
"294","B2M","LILRB1","omnipath","omnipath"
"295","B2M","CD1B","omnipath","omnipath"
"296","B2M","KLRD1","omnipath","omnipath"
"297","B2M","KLRC1","omnipath","omnipath"
"298","BACE1","APP","omnipath","omnipath"
"299","BACE1","SELPLG","omnipath","omnipath"
"300","BACE2","APP","omnipath","omnipath"
"301","BCAN","NRCAM","omnipath","omnipath"
"302","BCAN","EGFR","omnipath","omnipath"
"303","BDNF","NTRK2","omnipath","omnipath"
"304","BDNF","NGFR","omnipath","omnipath"
"305","BDNF","DRD4","omnipath","omnipath"
"306","BDNF","SORT1","omnipath","omnipath"
"307","BDNF","ERBB2","omnipath","omnipath"
"308","BGN","TLR4","omnipath","omnipath"
"309","BGN","TLR1","omnipath","omnipath"
"310","BGN","TLR2","omnipath","omnipath"
"311","BGN","FGFR3","omnipath","omnipath"
"312","BMP1","BMPR2","omnipath","omnipath"
"313","BMP1","BMPR1A","omnipath","omnipath"
"314","BMP1","BMPR1B","omnipath","omnipath"
"315","BMP10","ACVR2B","nichenet_verschueren","nichenet_verschueren"
"316","BMP10","BMPR1B","omnipath","omnipath"
"317","BMP10","BMPR1A","omnipath","omnipath"
"318","BMP10","ACVR1","omnipath","omnipath"
"319","BMP10","ENG","omnipath","omnipath"
"320","BMP10","ACVR2A","omnipath","omnipath"
"321","BMP10","ACVRL1","omnipath","omnipath"
"322","BMP10","BMPR2","omnipath","omnipath"
"323","BMP15","ACVR1","nichenet_verschueren","nichenet_verschueren"
"324","BMP15","BMPR2","omnipath","omnipath"
"325","BMP15","BMPR1A","omnipath","omnipath"
"326","BMP15","BMPR1B","omnipath","omnipath"
"327","BMP15","ACVR2A","omnipath","omnipath"
"328","BMP15","ACVR2B","omnipath","omnipath"
"329","BMP15","TGFBR1","omnipath","omnipath"
"330","BMP2","BMPR2","omnipath","omnipath"
"331","BMP2","ACVR2B","omnipath","omnipath"
"332","BMP2","BMPR1B","omnipath","omnipath"
"333","BMP2","ACVR2A","omnipath","omnipath"
"334","BMP2","BMPR1A","omnipath","omnipath"
"335","BMP2","ACVR1","omnipath","omnipath"
"336","BMP2","HJV","omnipath","omnipath"
"337","BMP2","ENG","omnipath","omnipath"
"338","BMP3","ACVR1","nichenet_verschueren","nichenet_verschueren"
"339","BMP3","ACVR2B","omnipath","omnipath"
"340","BMP3","BMPR2","omnipath","omnipath"
"341","BMP3","BMPR1A","omnipath","omnipath"
"342","BMP3","BMPR1B","omnipath","omnipath"
"343","BMP3","ACVR2A","omnipath","omnipath"
"344","BMP3","ACVR1B","omnipath","omnipath"
"345","BMP4","ACVR1","nichenet_verschueren","nichenet_verschueren"
"346","BMP4","BMPR2","omnipath","omnipath"
"347","BMP4","BMPR1B","omnipath","omnipath"
"348","BMP4","BMPR1A","omnipath","omnipath"
"349","BMP4","GREM2","omnipath","omnipath"
"350","BMP4","ACVR2A","omnipath","omnipath"
"351","BMP4","ACVR2B","omnipath","omnipath"
"352","BMP5","HJV","omnipath","omnipath"
"353","BMP5","PTPRD","omnipath","omnipath"
"354","BMP5","ACVR1","omnipath","omnipath"
"355","BMP5","BMPR1A","omnipath","omnipath"
"356","BMP5","BMPR2","omnipath","omnipath"
"357","BMP5","ACVR2A","omnipath","omnipath"
"358","BMP5","BMPR1B","omnipath","omnipath"
"359","BMP5","ACVR2B","omnipath","omnipath"
"360","BMP6","BMPR2","omnipath","omnipath"
"361","BMP6","AMHR2","omnipath","omnipath"
"362","BMP6","BMPR1B","omnipath","omnipath"
"363","BMP6","BMPR1A","omnipath","omnipath"
"364","BMP6","HJV","omnipath","omnipath"
"365","BMP6","ACVR1","omnipath","omnipath"
"366","BMP6","ACVR2A","omnipath","omnipath"
"367","BMP6","ACVR2B","omnipath","omnipath"
"368","BMP7","ACVR2B","omnipath","omnipath"
"369","BMP7","BMPR2","omnipath","omnipath"
"370","BMP7","ACVR2A","omnipath","omnipath"
"371","BMP7","BMPR1A","omnipath","omnipath"
"372","BMP7","ACVR1","omnipath","omnipath"
"373","BMP7","ENG","omnipath","omnipath"
"374","BMP7","BMPR1B","omnipath","omnipath"
"375","BMP8A","TGFBR1","omnipath","omnipath"
"376","BMP8A","TGFBR2","omnipath","omnipath"
"377","BMP8A","ACVR1","omnipath","omnipath"
"378","BMP8A","BMPR1A","omnipath","omnipath"
"379","BMP8A","BMPR2","omnipath","omnipath"
"380","BMP8A","ACVR2A","omnipath","omnipath"
"381","BMP8A","BMPR1B","omnipath","omnipath"
"382","BMP8A","ACVR2B","omnipath","omnipath"
"383","BMP8B","PLAUR","omnipath","omnipath"
"384","BMP8B","ACVR1","omnipath","omnipath"
"385","BMP8B","BMPR1A","omnipath","omnipath"
"386","BMP8B","BMPR2","omnipath","omnipath"
"387","BMP8B","ACVR2A","omnipath","omnipath"
"388","BMP8B","ACVR2B","omnipath","omnipath"
"389","BMP8B","BMPR1B","omnipath","omnipath"
"390","BOC","LILRA6","omnipath","omnipath"
"391","BOC","PTCH1","omnipath","omnipath"
"392","BOC","SMO","omnipath","omnipath"
"393","BOC","PTCH2","omnipath","omnipath"
"394","BPI","SLAMF9","omnipath","omnipath"
"395","BST2","LILRA4","omnipath","omnipath"
"396","BTC","EGFR","omnipath","omnipath"
"397","BTC","ERBB4","omnipath","omnipath"
"398","BTC","ERBB3","omnipath","omnipath"
"399","BTC","ERBB2","omnipath","omnipath"
"400","BTLA","TNFRSF14","omnipath","omnipath"
"401","BTLA","VTCN1","omnipath","omnipath"
"402","BTLA","CD247","omnipath","omnipath"
"403","BTLA","CD79A","omnipath","omnipath"
"404","BTLA","CD276","omnipath","omnipath"
"405","BTN1A1","NEGR1","omnipath","omnipath"
"406","BTN1A1","JAML","omnipath","omnipath"
"407","BTN1A1","TARM1","omnipath","omnipath"
"408","BTN2A1","FAM187B","omnipath","omnipath"
"409","BTNL8","SIGLEC6","omnipath","omnipath"
"410","BTNL8","LILRB3","omnipath","omnipath"
"411","BTNL8","LILRA3","omnipath","omnipath"
"412","BTNL8","LILRB1","omnipath","omnipath"
"413","BTNL8","LILRB2","omnipath","omnipath"
"414","BTNL8","GP6","omnipath","omnipath"
"415","BTNL8","LILRA1","omnipath","omnipath"
"416","BTNL9","IL6R","nichenet_verschueren","nichenet_verschueren"
"417","BTNL9","LRFN5","omnipath","omnipath"
"418","C10orf99","GPR15","omnipath","omnipath"
"419","C1QA","CD93","omnipath","omnipath"
"420","C1QA","CSPG4","omnipath","omnipath"
"421","C1QA","CR1","omnipath","omnipath"
"422","C1QA","CD33","omnipath","omnipath"
"423","C1QB","LRP1","omnipath","omnipath"
"424","C1QB","CD33","omnipath","omnipath"
"425","C1QTNF1","AVPR2","omnipath","omnipath"
"426","C1QTNF5","MFRP","omnipath","omnipath"
"427","C3","C3AR1","omnipath","omnipath"
"428","C3","CR2","omnipath","omnipath"
"429","C3","ITGAM","omnipath","omnipath"
"430","C3","CD19","omnipath","omnipath"
"431","C3","CD46","omnipath","omnipath"
"432","C3","C5AR2","omnipath","omnipath"
"433","C3","ITGAX","omnipath","omnipath"
"434","C3","CR1","omnipath","omnipath"
"435","C3","ITGB2","omnipath","omnipath"
"436","C3","LRP1","omnipath","omnipath"
"437","C3","VSIG4","omnipath","omnipath"
"438","C4A","C5AR2","omnipath","omnipath"
"439","C4A","C3AR1","omnipath","omnipath"
"440","C4A","CR1","omnipath","omnipath"
"441","C4A","CR2","omnipath","omnipath"
"442","C4A","NRP1","omnipath","omnipath"
"443","C4A","CD46","omnipath","omnipath"
"444","C4B_2","CD46","omnipath","omnipath"
"445","C4B_2","CR1","omnipath","omnipath"
"446","C4BPA","BMPR2","omnipath","omnipath"
"447","C4BPA","CD40","omnipath","omnipath"
"448","C4BPA","LRP1","omnipath","omnipath"
"449","C5","C5AR1","omnipath","omnipath"
"450","C5","C5AR2","omnipath","omnipath"
"451","C6orf15","DDR1","omnipath","omnipath"
"452","CA12","SIGLEC6","omnipath","omnipath"
"453","CADM1","CADM1","nichenet_verschueren","nichenet_verschueren"
"454","CADM1","CADM3","omnipath","omnipath"
"455","CADM1","NECTIN3","omnipath","omnipath"
"456","CADM1","ERBB3","omnipath","omnipath"
"457","CADM2","CADM3","nichenet_verschueren","nichenet_verschueren"
"458","CADM2","CADM4","nichenet_verschueren","nichenet_verschueren"
"459","CADM2","CADM1","omnipath","omnipath"
"460","CADM3","CADM3","nichenet_verschueren","nichenet_verschueren"
"461","CADM3","IL2RG","nichenet_verschueren","nichenet_verschueren"
"462","CADM3","PRLR","nichenet_verschueren","nichenet_verschueren"
"463","CADM3","CADM4","nichenet_verschueren","nichenet_verschueren"
"464","CADM3","LRCH4","nichenet_verschueren","nichenet_verschueren"
"465","CADM3","CFAP54","nichenet_verschueren","nichenet_verschueren"
"466","CADM3","NECTIN1","omnipath","omnipath"
"467","CADM3","CADM1","omnipath","omnipath"
"468","CADM3","NECTIN3","omnipath","omnipath"
"469","CADM3","CADM2","omnipath","omnipath"
"470","CADM3","PEAR1","omnipath","omnipath"
"471","CADM4","MAG","omnipath","omnipath"
"472","CADM4","ERBB3","omnipath","omnipath"
"473","CADM4","CADM3","omnipath","omnipath"
"474","CADM4","SDK2","omnipath","omnipath"
"475","CADM4","CADM2","omnipath","omnipath"
"476","CALCA","CALCRL","omnipath","omnipath"
"477","CALCA","RAMP2","omnipath","omnipath"
"478","CALCA","RAMP3","omnipath","omnipath"
"479","CALCA","CALCR","omnipath","omnipath"
"480","CALCA","RAMP1","omnipath","omnipath"
"481","CALCB","CALCRL","omnipath","omnipath"
"482","CALCB","RAMP2","omnipath","omnipath"
"483","CALCB","RAMP3","omnipath","omnipath"
"484","CALCB","CALCR","omnipath","omnipath"
"485","CALCB","RAMP1","omnipath","omnipath"
"486","CALM1","CNGA2","nichenet_verschueren","nichenet_verschueren"
"487","CALM1","KCNH1","nichenet_verschueren","nichenet_verschueren"
"488","CALM1","MYLK","nichenet_verschueren","nichenet_verschueren"
"489","CALM1","MYLK2","nichenet_verschueren","nichenet_verschueren"
"490","CALM1","PDE1A","nichenet_verschueren","nichenet_verschueren"
"491","CALM1","PDE1B","nichenet_verschueren","nichenet_verschueren"
"492","CALM1","PDE1C","nichenet_verschueren","nichenet_verschueren"
"493","CALM2","CNGA2","nichenet_verschueren","nichenet_verschueren"
"494","CALM2","KCNH1","nichenet_verschueren","nichenet_verschueren"
"495","CALM2","MYLK","nichenet_verschueren","nichenet_verschueren"
"496","CALM2","MYLK2","nichenet_verschueren","nichenet_verschueren"
"497","CALM2","PDE1A","nichenet_verschueren","nichenet_verschueren"
"498","CALM2","PDE1B","nichenet_verschueren","nichenet_verschueren"
"499","CALM2","PDE1C","nichenet_verschueren","nichenet_verschueren"
"500","CALM3","CNGA2","nichenet_verschueren","nichenet_verschueren"
"501","CALM3","PDE1C","nichenet_verschueren","nichenet_verschueren"
"502","CALM3","PDE1B","nichenet_verschueren","nichenet_verschueren"
"503","CALM3","KCNH1","nichenet_verschueren","nichenet_verschueren"
"504","CALM3","MYLK","nichenet_verschueren","nichenet_verschueren"
"505","CALM3","MYLK2","nichenet_verschueren","nichenet_verschueren"
"506","CALM3","PDE1A","nichenet_verschueren","nichenet_verschueren"
"507","CALR","TAP1","omnipath","omnipath"
"508","CALR","TAP2","omnipath","omnipath"
"509","CALR","LRP1","omnipath","omnipath"
"510","CALR","ITGAV","omnipath","omnipath"
"511","CALR","ITGA3","omnipath","omnipath"
"512","CALR","MPL","omnipath","omnipath"
"513","CALR","TSHR","omnipath","omnipath"
"514","CALR","ITGA2B","omnipath","omnipath"
"515","CALR","SCARF1","omnipath","omnipath"
"516","CALR","MTNR1A","omnipath","omnipath"
"517","CAMP","FPR2","omnipath","omnipath"
"518","CAMP","P2RX7","omnipath","omnipath"
"519","CAMP","IGF1R","omnipath","omnipath"
"520","CAMP","EGFR","omnipath","omnipath"
"521","CCK","CCKAR","omnipath","omnipath"
"522","CCK","CCKBR","omnipath","omnipath"
"523","CCL1","ACKR2","nichenet_verschueren","nichenet_verschueren"
"524","CCL1","CCR2","nichenet_verschueren","nichenet_verschueren"
"525","CCL1","CCR3","nichenet_verschueren","nichenet_verschueren"
"526","CCL1","CCR5","nichenet_verschueren","nichenet_verschueren"
"527","CCL1","CCR8","omnipath","omnipath"
"528","CCL1","ACKR1","omnipath","omnipath"
"529","CCL1","CCR1","omnipath","omnipath"
"530","CCL11","CCR2","omnipath","omnipath"
"531","CCL11","CCR3","omnipath","omnipath"
"532","CCL11","CCR5","omnipath","omnipath"
"533","CCL11","CXCR3","omnipath","omnipath"
"534","CCL11","ACKR1","omnipath","omnipath"
"535","CCL11","ACKR2","omnipath","omnipath"
