"","from","to","database","source"
"2522","IL11","IL11RA","omnipath","omnipath"
"2523","IL11","IL6ST","omnipath","omnipath"
"2524","IL11","IL6R","omnipath","omnipath"
"2525","IL12A","IL12RB1","omnipath","omnipath"
"2526","IL12A","IL12RB2","omnipath","omnipath"
"2527","IL12A","CD28","omnipath","omnipath"
"2528","IL12B","IL12RB1","omnipath","omnipath"
"2529","IL12B","IL12RB2","omnipath","omnipath"
"2530","IL12B","IL23R","omnipath","omnipath"
"2531","IL12B","BOC","omnipath","omnipath"
"2532","IL13","IL13RA1","omnipath","omnipath"
"2533","IL13","IL13RA2","omnipath","omnipath"
"2534","IL13","IL4R","omnipath","omnipath"
"2535","IL13","IL2RG","omnipath","omnipath"
"2536","IL15","IL15RA","omnipath","omnipath"
"2537","IL15","IL2RG","omnipath","omnipath"
"2538","IL15","IL2RB","omnipath","omnipath"
"2539","IL15","IL2RA","omnipath","omnipath"
"2540","IL16","CD9","omnipath","omnipath"
"2541","IL16","CD4","omnipath","omnipath"
"2542","IL16","GRIN2B","omnipath","omnipath"
"2543","IL16","KCNJ4","omnipath","omnipath"
"2544","IL16","KCNJ15","omnipath","omnipath"
"2545","IL16","KCNA3","omnipath","omnipath"
"2546","IL16","KCNJ10","omnipath","omnipath"
"2547","IL16","KCND2","omnipath","omnipath"
"2548","IL16","GRIN2A","omnipath","omnipath"
"2549","IL16","KCND1","omnipath","omnipath"
"2550","IL16","GRIN2D","omnipath","omnipath"
"2551","IL16","GRIN2C","omnipath","omnipath"
"2552","IL17A","IL17RC","omnipath","omnipath"
"2553","IL17A","IL17RA","omnipath","omnipath"
"2554","IL17B","IL17RB","omnipath","omnipath"
"2555","IL17C","IL17RE","omnipath","omnipath"
"2556","IL17C","IL17RA","omnipath","omnipath"
"2557","IL17F","IL17RC","omnipath","omnipath"
"2558","IL17F","IL17RA","omnipath","omnipath"
"2559","IL18","IL18R1","omnipath","omnipath"
"2560","IL18","IL18RAP","omnipath","omnipath"
"2561","IL18","IL1RAPL1","omnipath","omnipath"
"2562","IL18","IL1RL2","omnipath","omnipath"
"2563","IL18BP","KIR3DL3","omnipath","omnipath"
"2564","IL18BP","IL6R","omnipath","omnipath"
"2565","IL18BP","LILRA3","omnipath","omnipath"
"2566","IL18BP","MAG","omnipath","omnipath"
"2567","IL19","IL20RA","omnipath","omnipath"
"2568","IL19","IL20RB","omnipath","omnipath"
"2569","IL1A","IL1R1","omnipath","omnipath"
"2570","IL1A","IL1RAP","omnipath","omnipath"
"2571","IL1A","IL1R2","omnipath","omnipath"
"2572","IL1B","IL1R2","omnipath","omnipath"
"2573","IL1B","IL1R1","omnipath","omnipath"
"2574","IL1B","IL1RAP","omnipath","omnipath"
"2575","IL1B","ADRB2","omnipath","omnipath"
"2576","IL1B","IL12RB2","omnipath","omnipath"
"2577","IL1F10","IL1RAPL1","omnipath","omnipath"
"2578","IL1F10","IL1RL2","omnipath","omnipath"
"2579","IL1F10","IL1RAPL2","omnipath","omnipath"
"2580","IL1F10","SIGIRR","omnipath","omnipath"
"2581","IL1F10","IL1R1","omnipath","omnipath"
"2582","IL1RN","IL1R1","omnipath","omnipath"
"2583","IL1RN","IL1R2","omnipath","omnipath"
"2584","IL1RN","IL1RL2","omnipath","omnipath"
"2585","IL2","IL2RG","omnipath","omnipath"
"2586","IL2","IL2RA","omnipath","omnipath"
"2587","IL2","IL2RB","omnipath","omnipath"
"2588","IL2","CD53","omnipath","omnipath"
"2589","IL2","NGFR","omnipath","omnipath"
"2590","IL20","IL22RA1","omnipath","omnipath"
"2591","IL20","IL20RA","omnipath","omnipath"
"2592","IL20","IL20RB","omnipath","omnipath"
"2593","IL21","IL21R","omnipath","omnipath"
"2594","IL21","IL2RG","omnipath","omnipath"
"2595","IL21","IL4R","omnipath","omnipath"
"2596","IL22","IL10RB","omnipath","omnipath"
"2597","IL22","IL20RA","omnipath","omnipath"
"2598","IL22","IL22RA2","omnipath","omnipath"
"2599","IL22","IL22RA1","omnipath","omnipath"
"2600","IL22","IL10RA","omnipath","omnipath"
"2601","IL22","IL20RB","omnipath","omnipath"
"2602","IL23A","IL12RB1","omnipath","omnipath"
"2603","IL23A","IL23R","omnipath","omnipath"
"2604","IL23A","IL12RB2","omnipath","omnipath"
"2605","IL23A","LILRA1","omnipath","omnipath"
"2606","IL23A","SIGLEC6","omnipath","omnipath"
"2607","IL23A","LILRB2","omnipath","omnipath"
"2608","IL23A","GP6","omnipath","omnipath"
"2609","IL24","IL22RA1","omnipath","omnipath"
"2610","IL24","IL20RA","omnipath","omnipath"
"2611","IL24","IL20RB","omnipath","omnipath"
"2612","IL24","IL10RB","omnipath","omnipath"
"2613","IL25","IL17RB","omnipath","omnipath"
"2614","IL25","IL17RA","omnipath","omnipath"
"2615","IL26","IL20RA","omnipath","omnipath"
"2616","IL26","IL10RB","omnipath","omnipath"
"2617","IL26","IL20RB","omnipath","omnipath"
"2618","IL27","IL27RA","omnipath","omnipath"
"2619","IL3","IL3RA","omnipath","omnipath"
"2620","IL3","CSF2RB","omnipath","omnipath"
"2621","IL3","CSF2RA","omnipath","omnipath"
"2622","IL3","BCL2","omnipath","omnipath"
"2623","IL31","OSMR","omnipath","omnipath"
"2624","IL31","IL31RA","omnipath","omnipath"
"2625","IL32","ITGB3","omnipath","omnipath"
"2626","IL33","IL1RL1","omnipath","omnipath"
"2627","IL33","IL1RAP","omnipath","omnipath"
"2628","IL34","CSF1R","omnipath","omnipath"
"2629","IL34","PTPRZ1","omnipath","omnipath"
"2630","IL36A","IL1RAP","omnipath","omnipath"
"2631","IL36A","IL1RL2","omnipath","omnipath"
"2632","IL36B","IL1RAP","omnipath","omnipath"
"2633","IL36B","IL1RL2","omnipath","omnipath"
"2634","IL36G","IFNAR1","omnipath","omnipath"
"2635","IL36G","IFNAR2","omnipath","omnipath"
"2636","IL36G","IL1RAP","omnipath","omnipath"
"2637","IL36G","IL1RL2","omnipath","omnipath"
"2638","IL36RN","IL1RAP","omnipath","omnipath"
"2639","IL36RN","IL1RL2","omnipath","omnipath"
"2640","IL37","IL18R1","omnipath","omnipath"
"2641","IL37","IL1RAPL1","omnipath","omnipath"
"2642","IL37","SIGIRR","omnipath","omnipath"
"2643","IL4","IL4R","omnipath","omnipath"
"2644","IL4","IL2RG","omnipath","omnipath"
"2645","IL4","IL13RA1","omnipath","omnipath"
"2646","IL4","IL13RA2","omnipath","omnipath"
"2647","IL4","CD53","omnipath","omnipath"
"2648","IL5","IL5RA","omnipath","omnipath"
"2649","IL5","CSF2RB","omnipath","omnipath"
"2650","IL6","IL6ST","omnipath","omnipath"
"2651","IL6","IL6R","omnipath","omnipath"
"2652","IL7","IL7R","omnipath","omnipath"
"2653","IL7","IL2RG","omnipath","omnipath"
"2654","IL9","IL9R","omnipath","omnipath"
"2655","IL9","IL2RG","omnipath","omnipath"
"2656","ILDR2","CSF2RB","nichenet_verschueren","nichenet_verschueren"
"2657","ILDR2","FLT4","nichenet_verschueren","nichenet_verschueren"
"2658","ILDR2","IGSF21","nichenet_verschueren","nichenet_verschueren"
"2659","ILDR2","CLEC12B","omnipath","omnipath"
"2660","IMPG2","CADM3","omnipath","omnipath"
"2661","IMPG2","PRLR","omnipath","omnipath"
"2662","INHA","ACVR1B","nichenet_verschueren","nichenet_verschueren"
"2663","INHA","ACVR2A","omnipath","omnipath"
"2664","INHA","ACVR2B","omnipath","omnipath"
"2665","INHA","TGFBR3","omnipath","omnipath"
"2666","INHA","ACVR1","omnipath","omnipath"
"2667","INHBA","ACVR2B","omnipath","omnipath"
"2668","INHBA","ACVR2A","omnipath","omnipath"
"2669","INHBA","ACVR1B","omnipath","omnipath"
"2670","INHBA","ACVR1","omnipath","omnipath"
"2671","INHBA","ENG","omnipath","omnipath"
"2672","INHBA","BAMBI","omnipath","omnipath"
"2673","INHBA","TGFBR3","omnipath","omnipath"
"2674","INHBA","ACVR1C","omnipath","omnipath"
"2675","INHBB","ACVR2A","omnipath","omnipath"
"2676","INHBB","ACVR1B","omnipath","omnipath"
"2677","INHBB","ACVR2B","omnipath","omnipath"
"2678","INHBB","ACVR1C","omnipath","omnipath"
"2679","INHBB","ACVR1","omnipath","omnipath"
"2680","INHBB","CFC1","omnipath","omnipath"
"2681","INHBB","CFC1B","omnipath","omnipath"
"2682","INHBB","BAMBI","omnipath","omnipath"
"2683","INHBC","ACVR2B","omnipath","omnipath"
"2684","INHBC","ACVR1B","omnipath","omnipath"
"2685","INHBC","ACVR2A","omnipath","omnipath"
"2686","INHBC","ACVR1","omnipath","omnipath"
"2687","INHBE","ACVR1","nichenet_verschueren","nichenet_verschueren"
"2688","INHBE","ACVR1B","nichenet_verschueren","nichenet_verschueren"
"2689","INHBE","ACVR2B","omnipath","omnipath"
"2690","INHBE","ACVR2A","omnipath","omnipath"
"2691","INS","INSR","omnipath","omnipath"
"2692","INS","IGF1R","omnipath","omnipath"
"2693","INS","LRP2","omnipath","omnipath"
"2694","INSL3","RXFP2","omnipath","omnipath"
"2695","INSL3","ADCYAP1R1","omnipath","omnipath"
"2696","INSL3","TSHR","omnipath","omnipath"
"2697","INSL3","GPR84","omnipath","omnipath"
"2698","INSL3","RXFP1","omnipath","omnipath"
"2699","INSL3","RAMP3","omnipath","omnipath"
"2700","INSL3","RAMP2","omnipath","omnipath"
"2701","INSL3","ADRB2","omnipath","omnipath"
"2702","INSL3","PTH1R","omnipath","omnipath"
"2703","INSL3","VIPR1","omnipath","omnipath"
"2704","INSL3","ADRB3","omnipath","omnipath"
"2705","INSL3","GPR20","omnipath","omnipath"
"2706","INSL5","RXFP3","omnipath","omnipath"
"2707","INSL5","RXFP4","omnipath","omnipath"
"2708","INSL5","MTNR1A","omnipath","omnipath"
"2709","INSL5","GRM7","omnipath","omnipath"
"2710","INSL5","ADRA2A","omnipath","omnipath"
"2711","ITGA4","VCAM1","nichenet_verschueren","nichenet_verschueren"
"2712","ITGA9","VCAM1","nichenet_verschueren","nichenet_verschueren"
"2713","ITGAL","CD226","nichenet_verschueren","nichenet_verschueren"
"2714","ITGAL","ICAM1","nichenet_verschueren","nichenet_verschueren"
"2715","ITGAM","ICAM1","nichenet_verschueren","nichenet_verschueren"
"2716","ITGB1","VCAM1","nichenet_verschueren","nichenet_verschueren"
"2717","ITGB2","ICAM1","nichenet_verschueren","nichenet_verschueren"
"2718","ITGB2","ICAM3","omnipath","omnipath"
"2719","ITGB2","CD226","omnipath","omnipath"
"2720","ITGB2","THY1","omnipath","omnipath"
"2721","ITGB2","CD82","omnipath","omnipath"
"2722","ITIH2","FCER1A","omnipath","omnipath"
"2723","ITM2B","ROR2","omnipath","omnipath"
"2724","IZUMO1","LILRA5","nichenet_verschueren","nichenet_verschueren"
"2725","IZUMO1","CD9","omnipath","omnipath"
"2726","IZUMO1","IZUMO1R","omnipath","omnipath"
"2727","JAG1","NOTCH1","omnipath","omnipath"
"2728","JAG1","NOTCH2","omnipath","omnipath"
"2729","JAG1","NOTCH3","omnipath","omnipath"
"2730","JAG1","CD46","omnipath","omnipath"
"2731","JAG1","NOTCH4","omnipath","omnipath"
"2732","JAG2","NOTCH1","omnipath","omnipath"
"2733","JAG2","NOTCH2","omnipath","omnipath"
"2734","JAG2","NOTCH3","omnipath","omnipath"
"2735","JAG2","NOTCH4","omnipath","omnipath"
"2736","JAM2","ITGA4","nichenet_verschueren","nichenet_verschueren"
"2737","JAM2","JAM2","nichenet_verschueren","nichenet_verschueren"
"2738","JAM2","JAM3","omnipath","omnipath"
"2739","JAM2","F11R","omnipath","omnipath"
"2740","JAM2","ITGA3","omnipath","omnipath"
"2741","JAM2","ITGB1","omnipath","omnipath"
"2742","JAM2","ITGAV","omnipath","omnipath"
"2743","JAM3","JAM3","nichenet_verschueren","nichenet_verschueren"
"2744","JAM3","ITGB1","omnipath","omnipath"
"2745","JAM3","JAM2","omnipath","omnipath"
"2746","JAM3","F11R","omnipath","omnipath"
"2747","JAM3","ITGAM","omnipath","omnipath"
"2748","JAM3","ITGB2","omnipath","omnipath"
"2749","JAML","FCRL4","nichenet_verschueren","nichenet_verschueren"
"2750","JAML","CD320","nichenet_verschueren","nichenet_verschueren"
"2751","JAML","CXADR","omnipath","omnipath"
"2752","KCNA1","RTN4","omnipath","omnipath"
"2753","KCNA1","CNTN1","omnipath","omnipath"
"2754","KCNA1","CNTNAP1","omnipath","omnipath"
"2755","KIAA0319L","SIGLEC8","nichenet_verschueren","nichenet_verschueren"
"2756","KIAA0319L","UNC5A","omnipath","omnipath"
"2757","KIAA0319L","MPZL3","omnipath","omnipath"
"2758","KIAA0319L","ILDR1","omnipath","omnipath"
"2759","KIR2DL5A","LEPR","nichenet_verschueren","nichenet_verschueren"
"2760","KIR2DL5A","PVR","nichenet_verschueren","nichenet_verschueren"
"2761","KIR2DL5A","VSIG4","nichenet_verschueren","nichenet_verschueren"
"2762","KIR2DL5A","TMEM167A","omnipath","omnipath"
"2763","KIR2DS3","NEGR1","nichenet_verschueren","nichenet_verschueren"
"2764","KIR2DS5","FLT4","nichenet_verschueren","nichenet_verschueren"
"2765","KIR2DS5","IGSF21","nichenet_verschueren","nichenet_verschueren"
"2766","KIRREL1","KIRREL1","nichenet_verschueren","nichenet_verschueren"
"2767","KIRREL3","CD33","nichenet_verschueren","nichenet_verschueren"
"2768","KISS1","KISS1R","omnipath","omnipath"
"2769","KITLG","KIT","omnipath","omnipath"
"2770","KITLG","EPOR","omnipath","omnipath"
"2771","KITLG","LRRN3","omnipath","omnipath"
"2772","KL","FGFR1","nichenet_verschueren","nichenet_verschueren"
"2773","KL","FGFR3","nichenet_verschueren","nichenet_verschueren"
"2774","KL","FGFR4","nichenet_verschueren","nichenet_verschueren"
"2775","KL","TRPV5","omnipath","omnipath"
"2776","KL","TRPV6","omnipath","omnipath"
"2777","KL","INSR","omnipath","omnipath"
"2778","KL","IGF1R","omnipath","omnipath"
"2779","KLK3","EPOR","omnipath","omnipath"
"2780","KLK3","NTRK1","omnipath","omnipath"
"2781","KLKB1","F12","omnipath","omnipath"
"2782","KLRA1P","CXADR","nichenet_verschueren","nichenet_verschueren"
"2783","KNG1","BDKRB1","omnipath","omnipath"
"2784","KNG1","BDKRB2","omnipath","omnipath"
"2785","KNG1","RXFP4","omnipath","omnipath"
"2786","KNG1","PLAUR","omnipath","omnipath"
"2787","KNG1","ITGB2","omnipath","omnipath"
"2788","KNG1","SDC2","omnipath","omnipath"
"2789","KNG1","GP1BA","omnipath","omnipath"
"2790","KNG1","CD93","omnipath","omnipath"
"2791","KNG1","GPR135","omnipath","omnipath"
"2792","L1CAM","L1CAM","nichenet_verschueren","nichenet_verschueren"
"2793","L1CAM","CHL1","nichenet_verschueren","nichenet_verschueren"
"2794","L1CAM","LVRN","nichenet_verschueren","nichenet_verschueren"
"2795","L1CAM","EZR","omnipath","omnipath"
"2796","L1CAM","EPHB2","omnipath","omnipath"
"2797","L1CAM","CNTN1","omnipath","omnipath"
"2798","L1CAM","ITGAV","omnipath","omnipath"
"2799","L1CAM","ERBB3","omnipath","omnipath"
"2800","L1CAM","ERBB2","omnipath","omnipath"
"2801","L1CAM","EGFR","omnipath","omnipath"
"2802","L1CAM","ITGA5","omnipath","omnipath"
"2803","L1CAM","NCAM1","omnipath","omnipath"
"2804","L1CAM","ALCAM","omnipath","omnipath"
"2805","L1CAM","CD9","omnipath","omnipath"
"2806","L1CAM","PTPRZ1","omnipath","omnipath"
"2807","L1CAM","FGFR1","omnipath","omnipath"
"2808","L1CAM","PLXNA1","omnipath","omnipath"
"2809","L1CAM","NRP1","omnipath","omnipath"
"2810","L1CAM","ITGB3","omnipath","omnipath"
"2811","L1CAM","ITGA4","omnipath","omnipath"
"2812","L1CAM","ITGB7","omnipath","omnipath"
"2813","LACRT","SDC1","omnipath","omnipath"
"2814","LAIR2","FGFR4","omnipath","omnipath"
"2815","LAMA1","CD44","nichenet_verschueren","nichenet_verschueren"
"2816","LAMA1","ITGA3","nichenet_verschueren","nichenet_verschueren"
"2817","LAMA1","ITGAV","nichenet_verschueren","nichenet_verschueren"
"2818","LAMA1","RPSA","nichenet_verschueren","nichenet_verschueren"
"2819","LAMA1","RPSAP58","nichenet_verschueren","nichenet_verschueren"
"2820","LAMA1","SV2A","nichenet_verschueren","nichenet_verschueren"
"2821","LAMA1","ITGA6","omnipath","omnipath"
"2822","LAMA1","ITGA7","omnipath","omnipath"
"2823","LAMA1","ITGB1","omnipath","omnipath"
"2824","LAMA1","ITGB4","omnipath","omnipath"
"2825","LAMA1","ITGB8","omnipath","omnipath"
"2826","LAMA1","NT5E","omnipath","omnipath"
"2827","LAMA1","ITGA1","omnipath","omnipath"
"2828","LAMA1","ITGA2","omnipath","omnipath"
"2829","LAMA1","TMPRSS6","omnipath","omnipath"
"2830","LAMA1","DAG1","omnipath","omnipath"
"2831","LAMA1","ITGA9","omnipath","omnipath"
"2832","LAMA2","RPSA","nichenet_verschueren","nichenet_verschueren"
"2833","LAMA2","RPSAP58","nichenet_verschueren","nichenet_verschueren"
"2834","LAMA2","ITGA7","omnipath","omnipath"
"2835","LAMA2","ITGA3","omnipath","omnipath"
"2836","LAMA2","ITGB4","omnipath","omnipath"
"2837","LAMA2","ITGA1","omnipath","omnipath"
"2838","LAMA2","ITGA2","omnipath","omnipath"
"2839","LAMA2","ITGB1","omnipath","omnipath"
"2840","LAMA2","ITGA6","omnipath","omnipath"
"2841","LAMA2","DAG1","omnipath","omnipath"
"2842","LAMA2","ITGA9","omnipath","omnipath"
"2843","LAMA3","ITGB1","omnipath","omnipath"
"2844","LAMA3","ITGA3","omnipath","omnipath"
"2845","LAMA3","ITGB4","omnipath","omnipath"
"2846","LAMA3","SDC2","omnipath","omnipath"
"2847","LAMA3","ITGA6","omnipath","omnipath"
"2848","LAMA4","ITGA6","omnipath","omnipath"
"2849","LAMA4","ITGAV","omnipath","omnipath"
"2850","LAMA4","ITGB1","omnipath","omnipath"
"2851","LAMA4","ITGA3","omnipath","omnipath"
"2852","LAMA4","ITGA9","omnipath","omnipath"
"2853","LAMA5","SDC1","omnipath","omnipath"
"2854","LAMA5","ITGA6","omnipath","omnipath"
"2855","LAMA5","BCAM","omnipath","omnipath"
"2856","LAMA5","ITGB1","omnipath","omnipath"
"2857","LAMA5","ITGA2","omnipath","omnipath"
"2858","LAMA5","ITGA3","omnipath","omnipath"
"2859","LAMA5","ITGB4","omnipath","omnipath"
"2860","LAMA5","SV2A","omnipath","omnipath"
"2861","LAMA5","DAG1","omnipath","omnipath"
"2862","LAMA5","CD151","omnipath","omnipath"
"2863","LAMB1","ITGA7","omnipath","omnipath"
"2864","LAMB1","ITGAV","omnipath","omnipath"
"2865","LAMB1","ITGB1","omnipath","omnipath"
"2866","LAMB1","ITGA6","omnipath","omnipath"
"2867","LAMB1","ITGA1","omnipath","omnipath"
"2868","LAMB1","ITGA2","omnipath","omnipath"
"2869","LAMB1","ITGA3","omnipath","omnipath"
"2870","LAMB1","ITGB4","omnipath","omnipath"
"2871","LAMB1","ITGB8","omnipath","omnipath"
"2872","LAMB1","CD151","omnipath","omnipath"
"2873","LAMB1","ITGA9","omnipath","omnipath"
"2874","LAMB2","RPSA","nichenet_verschueren","nichenet_verschueren"
"2875","LAMB2","RPSAP58","nichenet_verschueren","nichenet_verschueren"
"2876","LAMB2","ITGA3","omnipath","omnipath"
"2877","LAMB2","ITGB4","omnipath","omnipath"
"2878","LAMB2","ITGB1","omnipath","omnipath"
"2879","LAMB2","ITGA6","omnipath","omnipath"
"2880","LAMB3","CD151","omnipath","omnipath"
"2881","LAMB3","ITGB1","omnipath","omnipath"
"2882","LAMB3","ITGA6","omnipath","omnipath"
"2883","LAMB3","ITGA3","omnipath","omnipath"
"2884","LAMB3","ITGB4","omnipath","omnipath"
"2885","LAMB3","ITGA2","omnipath","omnipath"
"2886","LAMC1","ITGA6","omnipath","omnipath"
"2887","LAMC1","ITGA1","omnipath","omnipath"
"2888","LAMC1","ITGA7","omnipath","omnipath"
"2889","LAMC1","ITGAV","omnipath","omnipath"
"2890","LAMC1","ITGB1","omnipath","omnipath"
"2891","LAMC1","ITGA2","omnipath","omnipath"
"2892","LAMC1","ITGA3","omnipath","omnipath"
"2893","LAMC1","ITGB4","omnipath","omnipath"
"2894","LAMC2","ITGA6","omnipath","omnipath"
"2895","LAMC2","CD151","omnipath","omnipath"
"2896","LAMC2","ITGB1","omnipath","omnipath"
"2897","LAMC2","ITGA2","omnipath","omnipath"
"2898","LAMC2","ITGA3","omnipath","omnipath"
"2899","LAMC2","ITGB4","omnipath","omnipath"
"2900","LAMC2","ITGA9","omnipath","omnipath"
"2901","LAMC3","CD44","nichenet_verschueren","nichenet_verschueren"
"2902","LAMC3","DAG1","nichenet_verschueren","nichenet_verschueren"
"2903","LAMC3","ITGA1","nichenet_verschueren","nichenet_verschueren"
"2904","LAMC3","ITGA7","nichenet_verschueren","nichenet_verschueren"
"2905","LAMC3","ITGA9","nichenet_verschueren","nichenet_verschueren"
"2906","LAMC3","ITGAV","nichenet_verschueren","nichenet_verschueren"
"2907","LAMC3","ITGB8","nichenet_verschueren","nichenet_verschueren"
"2908","LAMC3","SV2C","nichenet_verschueren","nichenet_verschueren"
"2909","LAMC3","ITGA6","omnipath","omnipath"
"2910","LAMC3","ITGB1","omnipath","omnipath"
"2911","LAMC3","ITGA3","omnipath","omnipath"
"2912","LAMC3","ITGB4","omnipath","omnipath"
"2913","LAMC3","ITGA2","omnipath","omnipath"
"2914","LAYN","GP5","nichenet_verschueren","nichenet_verschueren"
"2915","LAYN","LY6G6F","omnipath","omnipath"
"2916","LCN1","LMBR1L","omnipath","omnipath"
"2917","LCN2","LRP2","omnipath","omnipath"
"2918","LCN2","FCGR2A","omnipath","omnipath"
"2919","LEAP2","GHSR","omnipath","omnipath"
"2920","LEFTY1","ACVR2B","omnipath","omnipath"
"2921","LEFTY1","ACVR1B","omnipath","omnipath"
"2922","LEFTY1","ACVR2A","omnipath","omnipath"
"2923","LEFTY2","ACVR1B","omnipath","omnipath"
"2924","LEFTY2","ACVR2A","omnipath","omnipath"
"2925","LEFTY2","ACVR2B","omnipath","omnipath"
"2926","LEP","LEPR","omnipath","omnipath"
"2927","LEP","LRP2","omnipath","omnipath"
"2928","LEP","ISLR2","omnipath","omnipath"
"2929","LFNG","NOTCH1","omnipath","omnipath"
"2930","LFNG","NOTCH2","omnipath","omnipath"
"2931","LGALS1","CD69","omnipath","omnipath"
"2932","LGALS1","ITGB1","omnipath","omnipath"
"2933","LGALS1","PTPRC","omnipath","omnipath"
"2934","LGALS3","LAG3","omnipath","omnipath"
"2935","LGALS3","ENG","omnipath","omnipath"
"2936","LGALS3","ANXA2","omnipath","omnipath"
"2937","LGALS3","MCAM","omnipath","omnipath"
"2938","LGALS3","PTPRK","omnipath","omnipath"
"2939","LGALS3BP","ITGB1","omnipath","omnipath"
"2940","LGALS3BP","CD33","omnipath","omnipath"
"2941","LGALS9","HAVCR2","omnipath","omnipath"
"2942","LGALS9","CD44","omnipath","omnipath"
"2943","LGALS9","SLC1A5","omnipath","omnipath"
"2944","LGALS9","MRC2","omnipath","omnipath"
"2945","LGALS9","CD47","omnipath","omnipath"
"2946","LGALS9","PTPRC","omnipath","omnipath"
"2947","LGI1","ADAM23","omnipath","omnipath"
"2948","LGI1","RTN4R","omnipath","omnipath"
"2949","LGI2","ADAM23","omnipath","omnipath"
"2950","LGI3","ADAM23","omnipath","omnipath"
"2951","LGI3","STX1A","omnipath","omnipath"
"2952","LGI4","ADAM23","omnipath","omnipath"
"2953","LHB","LHCGR","omnipath","omnipath"
"2954","LHB","PTH1R","omnipath","omnipath"
"2955","LHB","ADCYAP1R1","omnipath","omnipath"
"2956","LHB","RAMP2","omnipath","omnipath"
"2957","LHB","VIPR1","omnipath","omnipath"
"2958","LHB","RAMP3","omnipath","omnipath"
"2959","LHB","GPR20","omnipath","omnipath"
"2960","LHB","ADRB2","omnipath","omnipath"
"2961","LHB","ADRB3","omnipath","omnipath"
"2962","LHB","TSHR","omnipath","omnipath"
"2963","LHB","GPR84","omnipath","omnipath"
"2964","LIF","LIFR","omnipath","omnipath"
"2965","LIF","IL6ST","omnipath","omnipath"
"2966","LILRA6","LY6G6F","omnipath","omnipath"
"2967","LILRA6","LCTL","omnipath","omnipath"
"2968","LILRA6","CD300E","omnipath","omnipath"
"2969","LILRB2","CD33","omnipath","omnipath"
"2970","LILRB2","LILRA3","omnipath","omnipath"
"2971","LILRB2","IFNGR1","omnipath","omnipath"
"2972","LILRB2","SIGLEC14","omnipath","omnipath"
"2973","LILRB2","FCAR","omnipath","omnipath"
"2974","LILRB2","SIGLEC15","omnipath","omnipath"
"2975","LILRB2","SIGLEC10","omnipath","omnipath"
"2976","LILRB2","SIGLEC9","omnipath","omnipath"
"2977","LILRB4","CNTFR","nichenet_verschueren","nichenet_verschueren"
"2978","LILRB4","LAIR1","omnipath","omnipath"
"2979","LIN7A","SLC6A12","omnipath","omnipath"
"2980","LIN7B","KCNJ4","omnipath","omnipath"
"2981","LIN7B","AQP1","omnipath","omnipath"
"2982","LIN7C","ABCA1","omnipath","omnipath"
"2983","LIN7C","KCNJ4","omnipath","omnipath"
"2984","LIN7C","HTR2C","omnipath","omnipath"
"2985","LINGO4","NFASC","omnipath","omnipath"
"2986","LIPC","LRP1","omnipath","omnipath"
"2987","LIPH","LPAR2","omnipath","omnipath"
"2988","LIPH","LPAR1","omnipath","omnipath"
"2989","LIPH","LPAR4","omnipath","omnipath"
"2990","LOC101059948","LHCGR","omnipath","omnipath"
"2991","LPA","ITGAM","omnipath","omnipath"
"2992","LPA","LPAR3","omnipath","omnipath"
"2993","LPA","ITGB2","omnipath","omnipath"
"2994","LPA","LPAR1","omnipath","omnipath"
"2995","LPA","LPAR4","omnipath","omnipath"
"2996","LPA","LPAR2","omnipath","omnipath"
"2997","LPA","LRP2","omnipath","omnipath"
"2998","LPA","TREM2","omnipath","omnipath"
"2999","LPL","GPIHBP1","omnipath","omnipath"
"3000","LPL","SDC1","omnipath","omnipath"
"3001","LPL","VLDLR","omnipath","omnipath"
"3002","LPL","LRP1","omnipath","omnipath"
"3003","LPL","LRP2","omnipath","omnipath"
"3004","LRCH4","CADM3","nichenet_verschueren","nichenet_verschueren"
"3005","LRFN1","PTPRS","nichenet_verschueren","nichenet_verschueren"
"3006","LRFN3","FCRL1","omnipath","omnipath"
"3007","LRFN4","PTPRD","nichenet_verschueren","nichenet_verschueren"
"3008","LRFN4","PTPRS","nichenet_verschueren","nichenet_verschueren"
"3009","LRFN5","TIE1","nichenet_verschueren","nichenet_verschueren"
"3010","LRFN5","TNFRSF14","nichenet_verschueren","nichenet_verschueren"
"3011","LRFN5","PTPRF","omnipath","omnipath"
"3012","LRFN5","PTPRD","omnipath","omnipath"
"3013","LRFN5","PTPRS","omnipath","omnipath"
"3014","LRIG1","MOG","nichenet_verschueren","nichenet_verschueren"
"3015","LRIG1","EGFR","omnipath","omnipath"
"3016","LRIG1","ERBB3","omnipath","omnipath"
"3017","LRIG1","ERBB2","omnipath","omnipath"
"3018","LRIG1","ERBB4","omnipath","omnipath"
"3019","LRIG1","MET","omnipath","omnipath"
"3020","LRIG2","EGFR","omnipath","omnipath"
"3021","LRIT1","FCRL1","omnipath","omnipath"
"3022","LRIT1","SIGLEC6","omnipath","omnipath"
"3023","LRIT2","PTPRD","nichenet_verschueren","nichenet_verschueren"
"3024","LRIT2","SIGLEC10","omnipath","omnipath"
"3025","LRP1B","PLAUR","omnipath","omnipath"
"3026","LRPAP1","LRP1","nichenet_verschueren","nichenet_verschueren"
"3027","LRPAP1","CD320","nichenet_verschueren","nichenet_verschueren"
"3028","LRPAP1","SIRPA","nichenet_verschueren","nichenet_verschueren"
