"","from","to","database","source"
"1","2300002M23Rik","Ddr1","omnipath","omnipath"
"2","2610528A11Rik","Gpr15","omnipath","omnipath"
"3","9530003J23Rik","Itgal","omnipath","omnipath"
"4","a","Atrn","omnipath","omnipath"
"5","a","F11r","omnipath","omnipath"
"6","a","Mc1r","omnipath","omnipath"
"7","a","Mc2r","omnipath","omnipath"
"8","a","Mc3r","omnipath","omnipath"
"9","a","Mc4r","omnipath","omnipath"
"10","a","Mc5r","omnipath","omnipath"
"11","a","Mgrn1","nichenet_verschueren","nichenet_verschueren"
"12","A2m","Klk1b22","omnipath","omnipath"
"13","A2m","Klk1b9","omnipath","omnipath"
"14","A2m","Klk1","omnipath","omnipath"
"15","A2m","Klk1b11","omnipath","omnipath"
"16","A2m","Klk1b16","omnipath","omnipath"
"17","A2m","Klk1b21","omnipath","omnipath"
"18","A2m","Klk1b24","omnipath","omnipath"
"19","A2m","Klk1b26","omnipath","omnipath"
"20","A2m","Klk1b27","omnipath","omnipath"
"21","A2m","Klk1b5","omnipath","omnipath"
"22","A2m","Klk1b1","omnipath","omnipath"
"23","A2m","Klk1b8","omnipath","omnipath"
"24","A2m","Klk1b4","omnipath","omnipath"
"25","A2m","Klk1b3","omnipath","omnipath"
"26","A2m","Lrp1","omnipath","omnipath"
"27","A2m","Mmp2","omnipath","omnipath"
"28","A2m","Mmp9","omnipath","omnipath"
"29","Aanat","Mtnr1a","nichenet_verschueren","nichenet_verschueren"
"30","Aanat","Mtnr1b","nichenet_verschueren","nichenet_verschueren"
"31","Abca1","Apoa1","omnipath","omnipath"
"32","Abca1","Megf10","omnipath","omnipath"
"33","Ace","Agtr2","omnipath","omnipath"
"34","Ace","Bdkrb2","omnipath","omnipath"
"35","Ace2","Slc6a19","omnipath","omnipath"
"36","Ace2","Tigit","omnipath","omnipath"
"37","Ace2","Tnfrsf11a","nichenet_verschueren","nichenet_verschueren"
"38","Ace2","Tnfrsf11b","nichenet_verschueren","nichenet_verschueren"
"39","Acp4","Erbb4","omnipath","omnipath"
"40","Acp4","Vstm2b","omnipath","omnipath"
"41","Adam10","App","omnipath","omnipath"
"42","Adam10","Axl","omnipath","omnipath"
"43","Adam10","Cd44","omnipath","omnipath"
"44","Adam10","Epha3","omnipath","omnipath"
"45","Adam10","Notch1","omnipath","omnipath"
"46","Adam10","Notch2","omnipath","omnipath"
"47","Adam10","Notch3","omnipath","omnipath"
"48","Adam10","Notch4","omnipath","omnipath"
"49","Adam10","Tspan10","omnipath","omnipath"
"50","Adam10","Tspan14","omnipath","omnipath"
"51","Adam10","Tspan15","omnipath","omnipath"
"52","Adam10","Tspan17","omnipath","omnipath"
"53","Adam10","Tspan33","omnipath","omnipath"
"54","Adam10","Tspan5","omnipath","omnipath"
"55","Adam11","Ccr4","omnipath","omnipath"
"56","Adam11","Itga4","omnipath","omnipath"
"57","Adam12","Itga9","omnipath","omnipath"
"58","Adam12","Itgb1","omnipath","omnipath"
"59","Adam12","Sdc4","omnipath","omnipath"
"60","Adam15","Itga5","nichenet_verschueren","nichenet_verschueren"
"61","Adam15","Itga9","nichenet_verschueren","nichenet_verschueren"
"62","Adam15","Itgb1","nichenet_verschueren","nichenet_verschueren"
"63","Adam15","Itgb3","nichenet_verschueren","nichenet_verschueren"
"64","Adam17","Erbb4","omnipath","omnipath"
"65","Adam17","Il6ra","omnipath","omnipath"
"66","Adam17","Itga5","omnipath","omnipath"
"67","Adam17","Itgb1","omnipath","omnipath"
"68","Adam17","Muc1","omnipath","omnipath"
"69","Adam17","Notch1","omnipath","omnipath"
"70","Adam17","Notch2","omnipath","omnipath"
"71","Adam17","Notch3","omnipath","omnipath"
"72","Adam17","Notch4","omnipath","omnipath"
"73","Adam2","Cd9","omnipath","omnipath"
"74","Adam2","Itga6","omnipath","omnipath"
"75","Adam2","Itga9","omnipath","omnipath"
"76","Adam2","Itgb1","omnipath","omnipath"
"77","Adam2","Itgb7","omnipath","omnipath"
"78","Adam20","Il1rapl1","omnipath","omnipath"
"79","Adam20","Il1rapl2","omnipath","omnipath"
"80","Adam21","Clec12b","omnipath","omnipath"
"81","Adam21","Flt4","nichenet_verschueren","nichenet_verschueren"
"82","Adam21","Igsf21","omnipath","omnipath"
"83","Adam23","Itga5","nichenet_verschueren","nichenet_verschueren"
"84","Adam23","Itgb3","nichenet_verschueren","nichenet_verschueren"
"85","Adam25","Il1rapl1","omnipath","omnipath"
"86","Adam25","Il1rapl2","omnipath","omnipath"
"87","Adam28","Itga4","omnipath","omnipath"
"88","Adam29","Itga4","omnipath","omnipath"
"89","Adam39","Il1rapl1","omnipath","omnipath"
"90","Adam39","Il1rapl2","omnipath","omnipath"
"91","Adam7","Itga4","omnipath","omnipath"
"92","Adam7","Itgb7","omnipath","omnipath"
"93","Adam9","Itga6","nichenet_verschueren","nichenet_verschueren"
"94","Adam9","Itgav","nichenet_verschueren","nichenet_verschueren"
"95","Adam9","Itgb1","nichenet_verschueren","nichenet_verschueren"
"96","Adam9","Itgb5","nichenet_verschueren","nichenet_verschueren"
"97","Adamts3","Ccbe1","omnipath","omnipath"
"98","Adcyap1","Adcyap1r1","omnipath","omnipath"
"99","Adcyap1","Sctr","omnipath","omnipath"
"100","Adcyap1","Vipr1","omnipath","omnipath"
"101","Adcyap1","Vipr2","omnipath","omnipath"
"102","Adgrb1","Rtn4r","omnipath","omnipath"
"103","Adgre5","Cd55","omnipath","omnipath"
"104","Adgre5","Cd55b","omnipath","omnipath"
"105","Adgrf5","Treml2","nichenet_verschueren","nichenet_verschueren"
"106","Adipoq","Adipor1","omnipath","omnipath"
"107","Adipoq","Adipor2","omnipath","omnipath"
"108","Adipoq","Cnr2","omnipath","omnipath"
"109","Adipoq","Ffar3","omnipath","omnipath"
"110","Adm","Calcr","omnipath","omnipath"
"111","Adm","Calcrl","omnipath","omnipath"
"112","Adm","Gpr182","omnipath","omnipath"
"113","Adm","Mrgprx2","omnipath","omnipath"
"114","Adm","Mrgpra1","nichenet_verschueren","nichenet_verschueren"
"115","Adm","Mrgpra2b","nichenet_verschueren","nichenet_verschueren"
"116","Adm","Mrgpra9","nichenet_verschueren","nichenet_verschueren"
"117","Adm","Mrgpra2a","nichenet_verschueren","nichenet_verschueren"
"118","Adm","Mrgprx1","nichenet_verschueren","nichenet_verschueren"
"119","Adm","Mrgprb4","nichenet_verschueren","nichenet_verschueren"
"120","Adm","Mrgprb5","nichenet_verschueren","nichenet_verschueren"
"121","Adm","Mrgprb2","nichenet_verschueren","nichenet_verschueren"
"122","Adm","Mrgpra4","nichenet_verschueren","nichenet_verschueren"
"123","Adm","Mrgpra6","nichenet_verschueren","nichenet_verschueren"
"124","Adm","Mrgprx2","nichenet_verschueren","nichenet_verschueren"
"125","Adm","Mrgprb8","nichenet_verschueren","nichenet_verschueren"
"126","Adm","Mrgpra3","nichenet_verschueren","nichenet_verschueren"
"127","Adm","Mrgprb3","nichenet_verschueren","nichenet_verschueren"
"128","Adm","Mrgprb1","nichenet_verschueren","nichenet_verschueren"
"129","Adm","Ramp1","omnipath","omnipath"
"130","Adm","Ramp2","omnipath","omnipath"
"131","Adm","Ramp3","omnipath","omnipath"
"132","Adm2","Adcyap1r1","omnipath","omnipath"
"133","Adm2","Adrb2","omnipath","omnipath"
"134","Adm2","Adrb3","omnipath","omnipath"
"135","Adm2","Calcr","omnipath","omnipath"
"136","Adm2","Calcrl","omnipath","omnipath"
"137","Adm2","Gpr20","omnipath","omnipath"
"138","Adm2","Gpr84","omnipath","omnipath"
"139","Adm2","Pth1r","omnipath","omnipath"
"140","Adm2","Ramp1","omnipath","omnipath"
"141","Adm2","Ramp2","omnipath","omnipath"
"142","Adm2","Ramp3","omnipath","omnipath"
"143","Adm2","Tshr","omnipath","omnipath"
"144","Adm2","Vipr1","omnipath","omnipath"
"145","Agrn","Atp1a3","omnipath","omnipath"
"146","Agrn","Chrnb3","omnipath","omnipath"
"147","Agrn","Dag1","omnipath","omnipath"
"148","Agrn","Itgb1","omnipath","omnipath"
"149","Agrn","Lrp1","omnipath","omnipath"
"150","Agrn","Lrp2","omnipath","omnipath"
"151","Agrn","Lrp4","omnipath","omnipath"
"152","Agrn","Musk","omnipath","omnipath"
"153","Agrp","Mc3r","omnipath","omnipath"
"154","Agrp","Mc4r","omnipath","omnipath"
"155","Agrp","Mc5r","omnipath","omnipath"
"156","Agrp","Sdc3","omnipath","omnipath"
"157","Agt","Agtr1a","omnipath","omnipath"
"158","Agt","Agtr1b","omnipath","omnipath"
"159","Agt","Agtr2","omnipath","omnipath"
"160","Agt","Lrp2","omnipath","omnipath"
"161","Agt","Mas1","omnipath","omnipath"
"162","Agt","Ren1","omnipath","omnipath"
"163","Ahsg","Insr","omnipath","omnipath"
"164","Aimp1","Ntrk1","omnipath","omnipath"
"165","Alb","Lrp2","omnipath","omnipath"
"166","Alcam","Alcam","nichenet_verschueren","nichenet_verschueren"
"167","Alcam","Cd6","omnipath","omnipath"
"168","Alcam","Chl1","omnipath","omnipath"
"169","Alcam","Nrp1","omnipath","omnipath"
"170","Alkal1","Alk","omnipath","omnipath"
"171","Alkal1","Ltk","omnipath","omnipath"
"172","Alkal2","Alk","omnipath","omnipath"
"173","Alkal2","Ltk","omnipath","omnipath"
"174","Alox5ap","Alox5","nichenet_verschueren","nichenet_verschueren"
"175","Ambn","Cd63","omnipath","omnipath"
"176","Amelx","Cd63","omnipath","omnipath"
"177","Amelx","Lamp1","omnipath","omnipath"
"178","Amelx","Lamp2","omnipath","omnipath"
"179","Amh","Acvr1","omnipath","omnipath"
"180","Amh","Amhr2","omnipath","omnipath"
"181","Amh","Bmpr1a","omnipath","omnipath"
"182","Amh","Bmpr1b","omnipath","omnipath"
"183","Amh","Egfr","omnipath","omnipath"
"184","Amh","Grem2","omnipath","omnipath"
"185","Ang","Egfr","omnipath","omnipath"
"186","Ang","Plxnb2","omnipath","omnipath"
"187","Ang2","Egfr","omnipath","omnipath"
"188","Ang2","Plxnb2","omnipath","omnipath"
"189","Ang4","Egfr","omnipath","omnipath"
"190","Ang4","Plxnb2","omnipath","omnipath"
"191","Ang5","Egfr","omnipath","omnipath"
"192","Ang5","Plxnb2","omnipath","omnipath"
"193","Ang6","Egfr","omnipath","omnipath"
"194","Ang6","Plxnb2","omnipath","omnipath"
"195","Angpt1","Itga5","omnipath","omnipath"
"196","Angpt1","Itgb1","omnipath","omnipath"
"197","Angpt1","Tek","omnipath","omnipath"
"198","Angpt1","Tie1","omnipath","omnipath"
"199","Angpt2","Itga5","omnipath","omnipath"
"200","Angpt2","Itgb1","omnipath","omnipath"
"201","Angpt2","Tek","omnipath","omnipath"
"202","Angpt2","Tie1","omnipath","omnipath"
"203","Angpt4","Tek","omnipath","omnipath"
"204","Angpt4","Tie1","omnipath","omnipath"
"205","Angptl1","Itga1","omnipath","omnipath"
"206","Angptl1","Itgb1","omnipath","omnipath"
"207","Angptl1","Pira1","omnipath","omnipath"
"208","Angptl1","Pira2","omnipath","omnipath"
"209","Angptl1","Lilra6","omnipath","omnipath"
"210","Angptl1","Pira6","omnipath","omnipath"
"211","Angptl1","Pirb","omnipath","omnipath"
"212","Angptl1","Gm14548","omnipath","omnipath"
"213","Angptl1","Gm15448","omnipath","omnipath"
"214","Angptl1","Pira12","omnipath","omnipath"
"215","Angptl1","Lilra5","omnipath","omnipath"
"216","Angptl1","Pira13","omnipath","omnipath"
"217","Angptl1","Tek","omnipath","omnipath"
"218","Angptl2","Itga5","omnipath","omnipath"
"219","Angptl2","Itgb1","omnipath","omnipath"
"220","Angptl2","Pira1","omnipath","omnipath"
"221","Angptl2","Pira2","omnipath","omnipath"
"222","Angptl2","Lilra6","omnipath","omnipath"
"223","Angptl2","Pira6","omnipath","omnipath"
"224","Angptl2","Pirb","omnipath","omnipath"
"225","Angptl2","Gm14548","omnipath","omnipath"
"226","Angptl2","Gm15448","omnipath","omnipath"
"227","Angptl2","Pira12","omnipath","omnipath"
"228","Angptl2","Lilra5","omnipath","omnipath"
"229","Angptl2","Pira13","omnipath","omnipath"
"230","Angptl2","Tie1","omnipath","omnipath"
"231","Angptl2","Tlr4","omnipath","omnipath"
"232","Angptl3","Itga5","omnipath","omnipath"
"233","Angptl3","Itgav","omnipath","omnipath"
"234","Angptl3","Itgb3","omnipath","omnipath"
"235","Angptl3","Lpl","omnipath","omnipath"
"236","Angptl4","Cdh11","omnipath","omnipath"
"237","Angptl4","Cdh5","omnipath","omnipath"
"238","Angptl4","Gpihbp1","omnipath","omnipath"
"239","Angptl4","Itga5","omnipath","omnipath"
"240","Angptl4","Itgav","omnipath","omnipath"
"241","Angptl4","Itgb1","omnipath","omnipath"
"242","Angptl4","Itgb3","omnipath","omnipath"
"243","Angptl4","Lpl","omnipath","omnipath"
"244","Angptl4","Sdc1","omnipath","omnipath"
"245","Angptl4","Sdc2","omnipath","omnipath"
"246","Angptl4","Sdc3","omnipath","omnipath"
"247","Angptl4","Sdc4","omnipath","omnipath"
"248","Angptl4","Tie1","omnipath","omnipath"
"249","Angptl6","Tek","omnipath","omnipath"
"250","Angptl7","Pira1","omnipath","omnipath"
"251","Angptl7","Pira2","omnipath","omnipath"
"252","Angptl7","Lilra6","omnipath","omnipath"
"253","Angptl7","Pira6","omnipath","omnipath"
"254","Angptl7","Pirb","omnipath","omnipath"
"255","Angptl7","Gm14548","omnipath","omnipath"
"256","Angptl7","Gm15448","omnipath","omnipath"
"257","Angptl7","Pira12","omnipath","omnipath"
"258","Angptl7","Lilra5","omnipath","omnipath"
"259","Angptl7","Pira13","omnipath","omnipath"
"260","Anpep","Sele","omnipath","omnipath"
"261","Antxr1","Treml2","nichenet_verschueren","nichenet_verschueren"
"262","Anxa1","Dysf","omnipath","omnipath"
"263","Anxa1","Egfr","omnipath","omnipath"
"264","Anxa1","Fpr1","omnipath","omnipath"
"265","Anxa1","Fpr2","omnipath","omnipath"
"266","Anxa1","Fpr3","omnipath","omnipath"
"267","Anxa2","Dysf","omnipath","omnipath"
"268","Anxa2","Egfr","omnipath","omnipath"
"269","Anxa2","Plat","omnipath","omnipath"
"270","Anxa2","Robo4","omnipath","omnipath"
"271","Anxa2","Tlr2","omnipath","omnipath"
"272","Apln","Aplnr","omnipath","omnipath"
"273","Apln","Grm7","omnipath","omnipath"
"274","Apoa1","Abca1","omnipath","omnipath"
"275","Apoa1","Ldlr","omnipath","omnipath"
"276","Apoa1","Lrp1","omnipath","omnipath"
"277","Apoa1","Lrp2","omnipath","omnipath"
"278","Apoa2","Ldlr","omnipath","omnipath"
"279","Apoa2","Lrp1","omnipath","omnipath"
"280","Apoa2","Lrp2","omnipath","omnipath"
"281","Apoa4","Ldlr","omnipath","omnipath"
"282","Apoa4","Lrp1","omnipath","omnipath"
"283","Apoa4","Lrp2","omnipath","omnipath"
"284","Apoa5","Lpl","omnipath","omnipath"
"285","Apob","Adrb2","omnipath","omnipath"
"286","Apob","Calcr","omnipath","omnipath"
"287","Apob","Itgam","omnipath","omnipath"
"288","Apob","Gm49368","omnipath","omnipath"
"289","Apob","Itgb2","omnipath","omnipath"
"290","Apob","Itgb2l","omnipath","omnipath"
"291","Apob","Ldlr","omnipath","omnipath"
"292","Apob","Lrp1","omnipath","omnipath"
"293","Apob","Lrp2","omnipath","omnipath"
"294","Apob","Lrp8","omnipath","omnipath"
"295","Apob","Lsr","omnipath","omnipath"
"296","Apob","Olr1","omnipath","omnipath"
"297","Apob","Tlr4","omnipath","omnipath"
"298","Apob","Tlr6","omnipath","omnipath"
"299","Apob","Trem2","omnipath","omnipath"
"300","Apob","Vldlr","omnipath","omnipath"
"301","Apoc1","Vldlr","omnipath","omnipath"
"302","Apoc2","Ldlr","omnipath","omnipath"
"303","Apoc2","Lpl","omnipath","omnipath"
"304","Apoc2","Lrp1","omnipath","omnipath"
"305","Apoc2","Lrp2","omnipath","omnipath"
"306","Apoc3","Ldlr","omnipath","omnipath"
"307","Apoc3","Lrp1","omnipath","omnipath"
"308","Apoc3","Lrp2","omnipath","omnipath"
"309","Apoc3","Sdc2","omnipath","omnipath"
"310","Apoc3","Tlr2","omnipath","omnipath"
"311","Apoc4","Vldlr","omnipath","omnipath"
"312","Apod","Lepr","omnipath","omnipath"
"313","Apoe","App","omnipath","omnipath"
"314","Apoe","Ldlr","omnipath","omnipath"
"315","Apoe","Lrp1","omnipath","omnipath"
"316","Apoe","Lrp2","omnipath","omnipath"
"317","Apoe","Lrp5","omnipath","omnipath"
"318","Apoe","Lrp8","omnipath","omnipath"
"319","Apoe","Scarb1","omnipath","omnipath"
"320","Apoe","Sorl1","omnipath","omnipath"
"321","Apoe","Trem2","omnipath","omnipath"
"322","Apoe","Vldlr","omnipath","omnipath"
"323","Apoo","Il1rapl1","omnipath","omnipath"
"324","Apoo","Il1rapl2","omnipath","omnipath"
"325","App","Bace1","omnipath","omnipath"
"326","App","Cd74","omnipath","omnipath"
"327","App","Flt1","nichenet_verschueren","nichenet_verschueren"
"328","App","Fpr2","omnipath","omnipath"
"329","App","Fpr3","omnipath","omnipath"
"330","App","Gpc1","omnipath","omnipath"
"331","App","Lrp1","omnipath","omnipath"
"332","App","Ncstn","omnipath","omnipath"
"333","App","Ngfr","omnipath","omnipath"
"334","App","Sorl1","omnipath","omnipath"
"335","App","Tnfrsf21","omnipath","omnipath"
"336","Areg","Egfr","omnipath","omnipath"
"337","Areg","Erbb2","omnipath","omnipath"
"338","Areg","Erbb3","omnipath","omnipath"
"339","Areg","Mmp9","omnipath","omnipath"
"340","Arf1","Pld2","nichenet_verschueren","nichenet_verschueren"
"341","Armh4","Tnfrsf11b","nichenet_verschueren","nichenet_verschueren"
"342","Artn","Gfra1","omnipath","omnipath"
"343","Artn","Gfra2","omnipath","omnipath"
"344","Artn","Gfra3","omnipath","omnipath"
"345","Artn","Ncam1","omnipath","omnipath"
"346","Artn","Ret","omnipath","omnipath"
"347","Atp1b1","Negr1","omnipath","omnipath"
"348","AU040320","Ildr1","omnipath","omnipath"
"349","AU040320","Mpzl3","omnipath","omnipath"
"350","AU040320","Siglecf","nichenet_verschueren","nichenet_verschueren"
"351","AU040320","Siglece","nichenet_verschueren","nichenet_verschueren"
"352","AU040320","Unc5a","omnipath","omnipath"
"353","Avp","Aqp2","omnipath","omnipath"
"354","Avp","Avpr1a","omnipath","omnipath"
"355","Avp","Avpr1b","omnipath","omnipath"
"356","Avp","Avpr2","omnipath","omnipath"
"357","Avp","Oxtr","omnipath","omnipath"
"358","Azgp1","Itgav","omnipath","omnipath"
"359","B2m","Klrc1","omnipath","omnipath"
"360","B2m","Klrc3","omnipath","omnipath"
"361","B2m","Klrc2","omnipath","omnipath"
"362","B2m","Klrd1","omnipath","omnipath"
"363","B2m","Tap1","omnipath","omnipath"
"364","B2m","Tap2","omnipath","omnipath"
"365","Bace1","App","omnipath","omnipath"
"366","Bace1","Selplg","omnipath","omnipath"
"367","Bace2","App","omnipath","omnipath"
"368","BC053393","Cd300lb","omnipath","omnipath"
"369","BC053393","Igsf21","omnipath","omnipath"
"370","BC053393","Siglec1","omnipath","omnipath"
"371","BC053393","Timd4","omnipath","omnipath"
"372","Bcan","Egfr","omnipath","omnipath"
"373","Bcan","Nrcam","omnipath","omnipath"
"374","Bdnf","Drd4","omnipath","omnipath"
"375","Bdnf","Erbb2","omnipath","omnipath"
"376","Bdnf","Ngfr","omnipath","omnipath"
"377","Bdnf","Ntrk2","omnipath","omnipath"
"378","Bdnf","Sort1","omnipath","omnipath"
"379","Bgn","Fgfr3","omnipath","omnipath"
"380","Bgn","Tlr1","omnipath","omnipath"
"381","Bgn","Tlr2","omnipath","omnipath"
"382","Bgn","Tlr4","omnipath","omnipath"
"383","Bmp1","Bmpr1a","omnipath","omnipath"
"384","Bmp1","Bmpr1b","omnipath","omnipath"
"385","Bmp1","Bmpr2","omnipath","omnipath"
"386","Bmp10","Acvr1","omnipath","omnipath"
"387","Bmp10","Acvr2a","omnipath","omnipath"
"388","Bmp10","Acvr2b","nichenet_verschueren","nichenet_verschueren"
"389","Bmp10","Acvrl1","omnipath","omnipath"
"390","Bmp10","Bmpr1a","omnipath","omnipath"
"391","Bmp10","Bmpr1b","omnipath","omnipath"
"392","Bmp10","Bmpr2","omnipath","omnipath"
"393","Bmp10","Eng","omnipath","omnipath"
"394","Bmp15","Acvr1","nichenet_verschueren","nichenet_verschueren"
"395","Bmp15","Acvr2a","omnipath","omnipath"
"396","Bmp15","Acvr2b","omnipath","omnipath"
"397","Bmp15","Bmpr1a","omnipath","omnipath"
"398","Bmp15","Bmpr1b","omnipath","omnipath"
"399","Bmp15","Bmpr2","omnipath","omnipath"
"400","Bmp15","Tgfbr1","omnipath","omnipath"
"401","Bmp2","Acvr1","omnipath","omnipath"
"402","Bmp2","Acvr2a","omnipath","omnipath"
"403","Bmp2","Acvr2b","omnipath","omnipath"
"404","Bmp2","Bmpr1a","omnipath","omnipath"
"405","Bmp2","Bmpr1b","omnipath","omnipath"
"406","Bmp2","Bmpr2","omnipath","omnipath"
"407","Bmp2","Eng","omnipath","omnipath"
"408","Bmp2","Hjv","omnipath","omnipath"
"409","Bmp3","Acvr1","nichenet_verschueren","nichenet_verschueren"
"410","Bmp3","Acvr1b","omnipath","omnipath"
"411","Bmp3","Acvr2a","omnipath","omnipath"
"412","Bmp3","Acvr2b","omnipath","omnipath"
"413","Bmp3","Bmpr1a","omnipath","omnipath"
"414","Bmp3","Bmpr1b","omnipath","omnipath"
"415","Bmp3","Bmpr2","omnipath","omnipath"
"416","Bmp4","Acvr1","nichenet_verschueren","nichenet_verschueren"
"417","Bmp4","Acvr2a","omnipath","omnipath"
"418","Bmp4","Acvr2b","omnipath","omnipath"
"419","Bmp4","Bmpr1a","omnipath","omnipath"
"420","Bmp4","Bmpr1b","omnipath","omnipath"
"421","Bmp4","Bmpr2","omnipath","omnipath"
"422","Bmp4","Grem2","omnipath","omnipath"
"423","Bmp5","Acvr1","omnipath","omnipath"
"424","Bmp5","Acvr2a","omnipath","omnipath"
"425","Bmp5","Acvr2b","omnipath","omnipath"
"426","Bmp5","Bmpr1a","omnipath","omnipath"
"427","Bmp5","Bmpr1b","omnipath","omnipath"
"428","Bmp5","Bmpr2","omnipath","omnipath"
"429","Bmp5","Hjv","omnipath","omnipath"
"430","Bmp5","Ptprd","omnipath","omnipath"
"431","Bmp6","Acvr1","omnipath","omnipath"
"432","Bmp6","Acvr2a","omnipath","omnipath"
"433","Bmp6","Acvr2b","omnipath","omnipath"
"434","Bmp6","Amhr2","omnipath","omnipath"
"435","Bmp6","Bmpr1a","omnipath","omnipath"
"436","Bmp6","Bmpr1b","omnipath","omnipath"
"437","Bmp6","Bmpr2","omnipath","omnipath"
"438","Bmp6","Hjv","omnipath","omnipath"
"439","Bmp7","Acvr1","omnipath","omnipath"
"440","Bmp7","Acvr2a","omnipath","omnipath"
"441","Bmp7","Acvr2b","omnipath","omnipath"
"442","Bmp7","Bmpr1a","omnipath","omnipath"
"443","Bmp7","Bmpr1b","omnipath","omnipath"
"444","Bmp7","Bmpr2","omnipath","omnipath"
"445","Bmp7","Eng","omnipath","omnipath"
"446","Bmp8a","Acvr1","omnipath","omnipath"
"447","Bmp8a","Acvr2a","omnipath","omnipath"
"448","Bmp8a","Acvr2b","omnipath","omnipath"
"449","Bmp8a","Bmpr1a","omnipath","omnipath"
"450","Bmp8a","Bmpr1b","omnipath","omnipath"
"451","Bmp8a","Bmpr2","omnipath","omnipath"
"452","Bmp8a","Tgfbr1","omnipath","omnipath"
"453","Bmp8a","Tgfbr2","omnipath","omnipath"
"454","Boc","Lilra6","omnipath","omnipath"
"455","Boc","Ptch1","omnipath","omnipath"
"456","Boc","Ptch2","omnipath","omnipath"
"457","Boc","Smo","omnipath","omnipath"
"458","Bpi","Slamf9","omnipath","omnipath"
"459","Bst2","Pira1","omnipath","omnipath"
"460","Bst2","Pira12","omnipath","omnipath"
"461","Bst2","Lilra5","omnipath","omnipath"
"462","Bst2","Lilra6","omnipath","omnipath"
"463","Bst2","Pira2","omnipath","omnipath"
"464","Bst2","Pirb","omnipath","omnipath"
"465","Bst2","Pira13","omnipath","omnipath"
"466","Btc","Egfr","omnipath","omnipath"
"467","Btc","Erbb2","omnipath","omnipath"
"468","Btc","Erbb3","omnipath","omnipath"
"469","Btc","Erbb4","omnipath","omnipath"
"470","Btla","Cd247","omnipath","omnipath"
"471","Btla","Cd276","omnipath","omnipath"
"472","Btla","Cd79a","omnipath","omnipath"
"473","Btla","Tnfrsf14","omnipath","omnipath"
"474","Btla","Vtcn1","omnipath","omnipath"
"475","Btn1a1","Jaml","omnipath","omnipath"
"476","Btn1a1","Negr1","omnipath","omnipath"
"477","Btn1a1","Tarm1","omnipath","omnipath"
"478","Btnl9","Il6ra","nichenet_verschueren","nichenet_verschueren"
"479","Btnl9","Lrfn5","omnipath","omnipath"
"480","C1qa","Cd33","omnipath","omnipath"
"481","C1qa","Cd93","omnipath","omnipath"
"482","C1qa","Cr1l","omnipath","omnipath"
"483","C1qa","Cspg4","omnipath","omnipath"
"484","C1qb","Cd33","omnipath","omnipath"
"485","C1qb","Lrp1","omnipath","omnipath"
"486","C1qtnf1","Avpr2","omnipath","omnipath"
"487","C1qtnf5","Mfrp","omnipath","omnipath"
"488","C3","C3ar1","omnipath","omnipath"
"489","C3","C5ar2","omnipath","omnipath"
"490","C3","Cd19","omnipath","omnipath"
"491","C3","Cd46","omnipath","omnipath"
"492","C3","Cr1l","omnipath","omnipath"
"493","C3","Cr2","omnipath","omnipath"
"494","C3","Itgam","omnipath","omnipath"
"495","C3","Gm49368","omnipath","omnipath"
"496","C3","Itgax","omnipath","omnipath"
"497","C3","Itgb2","omnipath","omnipath"
"498","C3","Itgb2l","omnipath","omnipath"
"499","C3","Lrp1","omnipath","omnipath"
"500","C3","Vsig4","omnipath","omnipath"
"501","C4b","C3ar1","omnipath","omnipath"
"502","C4b","C5ar2","omnipath","omnipath"
"503","C4b","Cd46","omnipath","omnipath"
"504","C4b","Cr1l","omnipath","omnipath"
"505","C4b","Cr2","omnipath","omnipath"
"506","C4b","Nrp1","omnipath","omnipath"
"507","C4bp","Bmpr2","omnipath","omnipath"
"508","C4bp","Cd40","omnipath","omnipath"
"509","C4bp","Lrp1","omnipath","omnipath"
"510","Cadm1","Cadm1","nichenet_verschueren","nichenet_verschueren"
"511","Cadm1","Cadm3","omnipath","omnipath"
"512","Cadm1","Erbb3","omnipath","omnipath"
"513","Cadm1","Nectin3","omnipath","omnipath"
"514","Cadm2","Cadm1","omnipath","omnipath"
"515","Cadm2","Cadm3","nichenet_verschueren","nichenet_verschueren"
"516","Cadm2","Cadm4","nichenet_verschueren","nichenet_verschueren"
"517","Cadm3","Cadm1","omnipath","omnipath"
"518","Cadm3","Cadm2","omnipath","omnipath"
"519","Cadm3","Cadm3","nichenet_verschueren","nichenet_verschueren"
"520","Cadm3","Cadm4","nichenet_verschueren","nichenet_verschueren"
"521","Cadm3","Cfap54","nichenet_verschueren","nichenet_verschueren"
"522","Cadm3","Il2rg","nichenet_verschueren","nichenet_verschueren"
"523","Cadm3","Lrch4","nichenet_verschueren","nichenet_verschueren"
"524","Cadm3","Gm20605","nichenet_verschueren","nichenet_verschueren"
"525","Cadm3","Nectin1","omnipath","omnipath"
"526","Cadm3","Nectin3","omnipath","omnipath"
"527","Cadm3","Pear1","omnipath","omnipath"
"528","Cadm3","Prlr","nichenet_verschueren","nichenet_verschueren"
"529","Cadm4","Cadm2","omnipath","omnipath"
"530","Cadm4","Cadm3","omnipath","omnipath"
"531","Cadm4","Erbb3","omnipath","omnipath"
"532","Cadm4","Mag","omnipath","omnipath"
"533","Cadm4","Sdk2","omnipath","omnipath"
"534","Calca","Calcr","omnipath","omnipath"
"535","Calca","Calcrl","omnipath","omnipath"
